,date,open,close,high,low,volume,code
208,2016-10-13,2201.34,2202.12,2204.89,2194.6,18308790.0,sz50
209,2016-10-14,2199.56,2209.81,2211.09,2196.26,23950510.0,sz50
210,2016-10-17,2207.35,2192.88,2209.14,2189.27,23161867.0,sz50
211,2016-10-18,2189.93,2222.78,2224.34,2189.93,31777117.0,sz50
212,2016-10-19,2222.78,2221.53,2230.83,2217.63,29432809.0,sz50
213,2016-10-20,2222.63,2223.42,2228.94,2218.97,19772924.0,sz50
214,2016-10-21,2221.38,2240.75,2246.58,2221.04,35668577.0,sz50
215,2016-10-24,2245.46,2270.95,2285.08,2243.81,49603451.0,sz50
216,2016-10-25,2270.02,2266.17,2274.38,2258.92,32423788.0,sz50
217,2016-10-26,2263.69,2257.12,2266.88,2254.63,27146057.0,sz50
218,2016-10-27,2254.32,2250.26,2256.21,2243.63,23438309.0,sz50
219,2016-10-28,2252.38,2253.8,2271.91,2249.49,28233461.0,sz50
220,2016-10-31,2247.99,2250.47,2253.8,2236.2,19814955.0,sz50
221,2016-11-01,2250.49,2263.48,2263.62,2246.95,22015306.0,sz50
222,2016-11-02,2256.12,2244.74,2259.19,2242.77,22260825.0,sz50
223,2016-11-03,2241.44,2273.63,2283.25,2239.87,40913027.0,sz50
224,2016-11-04,2271.85,2271.93,2284.95,2266.92,36192091.0,sz50
225,2016-11-07,2271.96,2276.95,2279.55,2265.36,25966704.0,sz50
226,2016-11-08,2284.01,2282.42,2294.62,2276.74,32595874.0,sz50
227,2016-11-09,2281.12,2263.92,2281.59,2244.43,37352431.0,sz50
228,2016-11-10,2279.94,2289.45,2297.97,2279.94,34565998.0,sz50
229,2016-11-11,2285.61,2308.43,2315.96,2284.29,56948601.0,sz50
230,2016-11-14,2304.61,2317.77,2338.58,2303.97,61684865.0,sz50
231,2016-11-15,2315.8,2310.9,2319.07,2306.23,34486140.0,sz50
232,2016-11-16,2312.5,2309.94,2314.85,2302.14,32596386.0,sz50
233,2016-11-17,2306.41,2316.72,2317.54,2297.74,35450763.0,sz50
234,2016-11-18,2318.9,2307.27,2323.72,2304.55,34475285.0,sz50
235,2016-11-21,2304.77,2334.68,2350.75,2304.77,57519637.0,sz50
236,2016-11-22,2334.68,2353.0,2357.57,2334.68,65983177.0,sz50
237,2016-11-23,2355.32,2360.34,2375.81,2352.4,54062331.0,sz50
238,2016-11-24,2356.85,2368.73,2382.95,2355.8,37158089.0,sz50
239,2016-11-25,2371.7,2393.95,2394.71,2358.26,44327975.0,sz50
240,2016-11-28,2406.7,2403.14,2427.59,2398.41,77554504.0,sz50
241,2016-11-29,2398.67,2441.58,2455.43,2395.81,93038586.0,sz50
242,2016-11-30,2435.81,2419.41,2444.95,2411.56,68971980.0,sz50
243,2016-12-01,2421.93,2431.31,2448.67,2417.96,73606674.0,sz50
244,2016-12-02,2427.17,2416.51,2430.83,2401.06,77625017.0,sz50
245,2016-12-05,2378.21,2375.26,2386.43,2363.13,72428357.0,sz50
246,2016-12-06,2371.11,2368.68,2382.2,2367.0,42595955.0,sz50
247,2016-12-07,2367.42,2376.92,2377.3,2358.87,36313646.0,sz50
248,2016-12-08,2380.66,2379.0,2387.17,2374.47,39651556.0,sz50
249,2016-12-09,2374.3,2411.31,2422.78,2372.46,67860127.0,sz50
250,2016-12-12,2408.09,2387.16,2423.39,2362.14,70574194.0,sz50
251,2016-12-13,2373.79,2372.93,2382.44,2357.46,41202486.0,sz50
252,2016-12-14,2369.5,2360.38,2384.56,2359.72,46800326.0,sz50
253,2016-12-15,2346.77,2309.82,2354.35,2302.43,42583252.0,sz50
254,2016-12-16,2302.87,2302.32,2315.54,2298.43,30579551.0,sz50
255,2016-12-19,2299.71,2291.38,2303.69,2288.3,24162297.0,sz50
256,2016-12-20,2293.4,2279.68,2295.11,2262.88,30105533.0,sz50
257,2016-12-21,2282.12,2297.37,2304.6,2282.0,40184256.0,sz50
258,2016-12-22,2293.35,2292.04,2298.19,2280.79,29222980.0,sz50
259,2016-12-23,2290.25,2278.48,2291.72,2271.13,33060817.0,sz50
260,2016-12-26,2266.38,2294.71,2295.69,2251.71,29923521.0,sz50
261,2016-12-27,2291.23,2286.96,2300.16,2286.43,24597656.0,sz50
262,2016-12-28,2286.41,2277.18,2289.81,2269.16,23304574.0,sz50
263,2016-12-29,2273.22,2275.11,2282.19,2265.89,23997471.0,sz50
264,2016-12-30,2276.81,2286.9,2286.99,2272.5,25480755.0,sz50
265,2017-01-03,2285.27,2307.89,2311.29,2285.27,25908920.0,sz50
266,2017-01-04,2305.91,2322.21,2324.56,2304.17,26104403.0,sz50
267,2017-01-05,2322.42,2322.68,2326.18,2317.89,26528712.0,sz50
268,2017-01-06,2323.01,2308.94,2326.43,2308.37,26445124.0,sz50
269,2017-01-09,2308.44,2318.34,2321.69,2307.16,26523074.0,sz50
270,2017-01-10,2316.16,2312.6,2321.0,2309.94,24055981.0,sz50
271,2017-01-11,2311.92,2300.47,2317.66,2299.31,26928346.0,sz50
272,2017-01-12,2299.49,2295.4,2310.78,2294.32,22139174.0,sz50
273,2017-01-13,2293.47,2308.06,2315.21,2291.06,27540467.0,sz50
274,2017-01-16,2303.32,2337.39,2343.27,2282.24,59294735.0,sz50
275,2017-01-17,2326.01,2329.59,2332.84,2320.03,19170449.0,sz50
276,2017-01-18,2330.14,2342.78,2349.39,2327.93,20298891.0,sz50
277,2017-01-19,2335.66,2334.96,2349.64,2330.34,21090735.0,sz50
278,2017-01-20,2334.49,2347.18,2350.26,2333.47,17511288.0,sz50
279,2017-01-23,2350.55,2347.1,2358.47,2340.53,19311321.0,sz50
280,2017-01-24,2347.5,2352.42,2357.17,2343.46,20110777.0,sz50
281,2017-01-25,2349.52,2358.7,2358.95,2345.7,17800221.0,sz50
282,2017-01-26,2359.43,2364.02,2371.93,2359.43,18629831.0,sz50
283,2017-02-03,2367.53,2339.99,2368.91,2338.2,14515951.0,sz50
284,2017-02-06,2346.44,2343.97,2351.56,2336.9,19895715.0,sz50
285,2017-02-07,2343.66,2337.53,2347.36,2331.78,16972740.0,sz50
286,2017-02-08,2334.68,2346.43,2347.1,2323.91,24237691.0,sz50
287,2017-02-09,2345.84,2354.9,2364.14,2343.73,31381646.0,sz50
288,2017-02-10,2357.59,2368.18,2374.48,2357.21,39306360.0,sz50
289,2017-02-13,2369.7,2379.31,2382.92,2369.49,34603826.0,sz50
290,2017-02-14,2381.1,2373.51,2381.63,2367.05,24227167.0,sz50
291,2017-02-15,2375.62,2372.19,2385.12,2369.43,38949257.0,sz50
292,2017-02-16,2373.31,2376.76,2378.45,2366.16,29629497.0,sz50
293,2017-02-17,2378.66,2362.71,2389.32,2361.0,31090474.0,sz50
294,2017-02-20,2361.76,2394.12,2395.53,2361.51,44690411.0,sz50
295,2017-02-21,2396.22,2396.88,2410.35,2393.37,32569800.0,sz50
296,2017-02-22,2397.49,2398.19,2399.4,2389.06,24513009.0,sz50
297,2017-02-23,2397.56,2387.42,2402.57,2379.56,23458671.0,sz50
298,2017-02-24,2385.05,2389.88,2390.39,2377.1,25680121.0,sz50
299,2017-02-27,2384.92,2370.56,2387.82,2365.47,23827555.0,sz50
300,2017-02-28,2369.47,2370.71,2379.43,2366.24,16793558.0,sz50
301,2017-03-01,2371.65,2371.93,2383.51,2368.62,27863124.0,sz50
302,2017-03-02,2376.97,2354.91,2380.24,2354.14,23062731.0,sz50
303,2017-03-03,2347.91,2347.15,2350.67,2338.85,20483107.0,sz50
304,2017-03-06,2346.04,2349.89,2355.09,2342.52,21112399.0,sz50
305,2017-03-07,2349.62,2356.29,2356.96,2347.17,20251348.0,sz50
306,2017-03-08,2353.62,2358.07,2362.96,2351.7,24369833.0,sz50
307,2017-03-09,2352.75,2346.55,2353.54,2334.34,26630667.0,sz50
308,2017-03-10,2343.31,2339.23,2347.46,2336.32,17988811.0,sz50
309,2017-03-13,2337.36,2354.89,2355.22,2328.62,24624011.0,sz50
310,2017-03-14,2353.72,2354.9,2359.31,2349.28,19017006.0,sz50
311,2017-03-15,2352.39,2357.31,2357.85,2345.44,21062595.0,sz50
312,2017-03-16,2362.36,2369.19,2376.51,2362.36,30278210.0,sz50
313,2017-03-17,2371.61,2346.96,2373.54,2342.02,30767623.0,sz50
314,2017-03-20,2352.11,2350.07,2355.53,2337.53,27149291.0,sz50
315,2017-03-21,2352.21,2357.14,2358.55,2348.87,28887921.0,sz50
316,2017-03-22,2347.86,2338.55,2352.76,2330.12,32891982.0,sz50
317,2017-03-23,2340.06,2347.43,2356.27,2334.12,26712552.0,sz50
318,2017-03-24,2350.69,2365.6,2373.58,2341.62,40120772.0,sz50
319,2017-03-27,2364.75,2364.43,2381.77,2360.67,35491156.0,sz50
320,2017-03-28,2368.15,2356.31,2368.38,2353.08,24813635.0,sz50
321,2017-03-29,2358.0,2352.69,2363.77,2349.12,29018549.0,sz50
322,2017-03-30,2350.92,2346.67,2356.44,2335.23,31113066.0,sz50
323,2017-03-31,2344.96,2359.75,2361.32,2340.77,29505146.0,sz50
324,2017-04-05,2369.49,2384.26,2384.68,2365.34,40075442.0,sz50
325,2017-04-06,2384.43,2390.39,2395.12,2376.15,39325003.0,sz50
326,2017-04-07,2390.91,2388.27,2394.05,2379.33,36248630.0,sz50
327,2017-04-10,2388.56,2379.16,2391.95,2377.43,31258026.0,sz50
328,2017-04-11,2374.92,2382.11,2385.05,2354.02,39200826.0,sz50
329,2017-04-12,2378.93,2378.86,2385.61,2362.43,33640316.0,sz50
330,2017-04-13,2369.61,2368.11,2373.37,2364.44,22793060.0,sz50
331,2017-04-14,2367.78,2355.52,2368.8,2344.61,24318969.0,sz50
332,2017-04-17,2348.75,2357.52,2359.18,2334.89,26376250.0,sz50
333,2017-04-18,2352.51,2337.35,2352.79,2336.77,23753656.0,sz50
334,2017-04-19,2331.66,2325.04,2335.99,2311.66,27919435.0,sz50
335,2017-04-20,2324.37,2335.65,2336.54,2321.0,26576725.0,sz50
336,2017-04-21,2336.44,2347.67,2350.87,2333.23,27073712.0,sz50
337,2017-04-24,2344.19,2341.93,2344.19,2323.67,31093007.0,sz50
338,2017-04-25,2337.52,2344.74,2348.6,2334.0,19382943.0,sz50
339,2017-04-26,2345.63,2344.5,2360.28,2338.86,26470622.0,sz50
340,2017-04-27,2337.46,2351.64,2352.68,2327.47,29834076.0,sz50
341,2017-04-28,2348.29,2347.04,2348.29,2331.82,20733683.0,sz50
342,2017-05-02,2341.75,2336.79,2350.51,2334.88,16218321.0,sz50
343,2017-05-03,2335.82,2329.77,2342.14,2324.19,18747685.0,sz50
344,2017-05-04,2325.01,2325.43,2332.09,2317.14,20767410.0,sz50
345,2017-05-05,2318.92,2320.6,2320.6,2297.45,30951074.0,sz50
346,2017-05-08,2309.24,2326.1,2326.1,2298.32,34650123.0,sz50
347,2017-05-09,2312.85,2316.29,2320.29,2307.87,16157315.0,sz50
348,2017-05-10,2315.56,2324.92,2337.05,2315.56,22318926.0,sz50
349,2017-05-11,2318.05,2339.29,2342.18,2313.83,28395441.0,sz50
350,2017-05-12,2336.61,2375.45,2375.64,2335.37,28906784.0,sz50
351,2017-05-15,2380.27,2381.75,2394.52,2378.97,23412410.0,sz50
352,2017-05-16,2376.9,2381.32,2381.73,2362.11,23892047.0,sz50
